  Index  Text                                                                                                                                                                        Tokens            S1         S2         Delta
   1106  #MIley #Cyrus #Is  #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is!: Miley Cyrus has been dating... http://t.co/JVzDU6PRtf                                     pink       0.835341   0.833184    0.00215691
    776  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          to         0.959784   0.95763     0.00215346
    798  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          to         0.959784   0.95763     0.00215346
    800  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          to         0.959784   0.95763     0.00215346
    821  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          to         0.959784   0.95763     0.00215346
   8869  Count Pushkin to End this fvckin night smh                                                                                                                                  Isn        0.948092   0.945943    0.00214952
   9027  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        @          0.885148   0.883014    0.00213397
   9040  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        @          0.885148   0.883014    0.00213397
   9073  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        @          0.885148   0.883014    0.00213397
   3347  480 W crawling at 7:30 am. Great start to Thursday. #CLEtraffic #cleveland #traffic                                                                                         old        0.0485418  0.0464101   0.00213172
    652  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   eye        0.977063   0.974932    0.00213033
   1303  Are we too young to understand                                                                                                                                              ate        0.957296   0.95517     0.00212646
    720  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   is         0.977063   0.974947    0.00211543
   6725  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  for        0.958695   0.956593    0.00210208
   1861  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        .          0.9489     0.9468      0.00209963
   1872  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        .          0.9489     0.9468      0.00209963
   1892  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        .          0.9489     0.9468      0.00209963
   5429  Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing                                                                           Y          0.908387   0.906304    0.00208336
   5702  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             in         0.977764   0.975682    0.00208145
   7179  #America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu                                                                         ay         0.754002   0.751922    0.00207984
   7195  #America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu                                                                         ay         0.754002   0.751922    0.00207984
   5717  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    user       0.780365   0.778287    0.00207782
   5727  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    user       0.780365   0.778287    0.00207782
   5737  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    user       0.780365   0.778287    0.00207782
   5764  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    user       0.780365   0.778287    0.00207782
   5769  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    user       0.780365   0.778287    0.00207782
   4736  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                getting    0.905874   0.903799    0.00207472
    778  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          hours      0.959784   0.957712    0.00207216
   5698  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             hear       0.977764   0.975691    0.00207216
   8228  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         to         0.944003   0.941937    0.0020662
   8250  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         to         0.944003   0.941937    0.0020662
   8252  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         to         0.944003   0.941937    0.0020662
   8273  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         to         0.944003   0.941937    0.0020662
   3419  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                ate        0.904253   0.9022      0.00205272
   7444  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         scream     0.93391    0.931874    0.00203604
   8794  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   d          0.97272    0.970693    0.00202715
    862  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       member     0.942318   0.940292    0.00202596
   4436  #phillhughes #63  #out we will miss u always respect for u http://t.co/1bJQAKjyxl                                                                                           Christmas  0.926351   0.924341    0.00200981
   1769  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   .          0.957127   0.95512     0.00200677
   1780  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   .          0.957127   0.95512     0.00200677
   1800  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   .          0.957127   0.95512     0.00200677
   2461  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    wow        0.91117    0.909172    0.00199825
   8427  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  listen     0.836688   0.834702    0.00198585
   8433  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  lot        0.836688   0.834706    0.00198257
   5838  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              hours      0.887914   0.885932    0.00198191
   8932  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     eye        0.662315   0.66034     0.001975
   7927  @burninggoats no doubt. And we wonder why Xmas makes ppl crazy?!                                                                                                            ate        0.354369   0.352401    0.001968
   2946  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   pink       0.914864   0.912898    0.00196618
   6951  Big 12 fans flocking to support TCU after that OU beat down, Texas loss, and WVU manhandling lol.                                                                           aw         0.0928507  0.0908873   0.00196335
   2705  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    Isn        0.940392   0.938429    0.00196266
    699  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   listen     0.977063   0.975101    0.00196177
   8209  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         .          0.944003   0.942058    0.00194496
   8220  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         .          0.944003   0.942058    0.00194496
   8240  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         .          0.944003   0.942058    0.00194496
   2075  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     aw         0.925311   0.923366    0.00194484
    563  3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4                                                                                                @          0.968665   0.966722    0.00194275
    576  3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4                                                                                                @          0.968665   0.966722    0.00194275
    609  3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4                                                                                                @          0.968665   0.966722    0.00194275
   2881  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       done       0.136026   0.134093    0.00193265
    773  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          Isn        0.959784   0.957856    0.00192738
   8223  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         old        0.944003   0.942078    0.00192499
   4355  Don't forget the true meaning of Christmas:person_with_folded_hands:                                                                                                        get        0.81587    0.813946    0.00192428
   8196  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         eye        0.944003   0.942083    0.00192046
    679  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   old        0.977063   0.975144    0.00191903
   7542  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  in         0.93992    0.93801     0.00190997
    740  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          why        0.959784   0.957878    0.00190598
   5255  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              @          0.939593   0.937699    0.00189394
   5268  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              @          0.939593   0.937699    0.00189394
   5301  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              @          0.939593   0.937699    0.00189394
   1930  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        in         0.9489     0.947006    0.00189322
   1006  Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP                                                 hear       0.86823    0.866346    0.00188464
   3022  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   where      0.914864   0.912998    0.00186652
   3024  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   the        0.914864   0.912999    0.00186533
   4349  Don't forget the true meaning of Christmas:person_with_folded_hands:                                                                                                        staff      0.81587    0.81401     0.00186014
   1774  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   possible   0.957127   0.955269    0.00185794
   5803  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              !          0.887914   0.886062    0.00185221
   7303  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 old        0.752274   0.75045     0.00182354
   8278  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         in         0.944003   0.942183    0.00182074
    274  Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4                                                   in         0.944361   0.942552    0.00180888
   4922  @TomBull114 @MatthewBull07 were not American it's mum                                                                                                                       4          0.872391   0.870583    0.00180835
   4965  @TomBull114 @MatthewBull07 were not American it's mum                                                                                                                       4          0.872391   0.870583    0.00180835
   4707  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                ate        0.905874   0.904079    0.00179476
   5445  Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing                                                                           ont        0.908387   0.906601    0.00178629
   3623  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             old        0.607071   0.605285    0.00178552
   1821  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   rewarding  0.957127   0.955349    0.00177753
   8817  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   nothing    0.97272    0.970944    0.00177598
   7421  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         lot        0.93391    0.932134    0.00177544
   7435  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         It         0.93391    0.932159    0.00175118
   7443  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         It         0.93391    0.932159    0.00175118
   9051  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        old        0.885148   0.883404    0.00174367
   3071  @BillfromBendigo You are no fun at all!                                                                                                                                     old        0.816704   0.814983    0.00172126
    822  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          hear       0.959784   0.958066    0.00171787
   5319  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              It         0.939593   0.937876    0.00171709
   5327  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              It         0.939593   0.937876    0.00171709
   1896  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        Time       0.9489     0.947199    0.00170016
   1648  i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2                                   scream     0.45008    0.44838     0.00169939
   1212  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                Work       0.920399   0.918704    0.00169474
   8190  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         pink       0.944003   0.942312    0.00169086
   8997  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     rewarding  0.662315   0.660625    0.00169015
   5686  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             reduced    0.977764   0.976089    0.00167429
    752  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          Work       0.959784   0.958115    0.00166869
   5903  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    ate        0.913045   0.911382    0.00166237
   2426  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    member     0.91117    0.909512    0.00165784
   6792  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  is         0.958695   0.957043    0.00165153
   2519  @AndreDrummondd What do you order at Kona Grill? For "fast food" Sushi, that place is delish.                                                                               old        0.970075   0.968431    0.00164348
      4  Ummm can I please have @KipMooreMusic for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight?                                                  why        0.975973   0.974332    0.00164169
   7005  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        user       0.962495   0.960854    0.00164139
   7015  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        user       0.962495   0.960854    0.00164139
   7025  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        user       0.962495   0.960854    0.00164139
   7052  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        user       0.962495   0.960854    0.00164139
   7057  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        user       0.962495   0.960854    0.00164139
   6644  @kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry                                                                                          Christmas  0.601002   0.599373    0.00162929
   7454  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  pink       0.93992    0.938306    0.00161362
   2465  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    rewarding  0.91117    0.909559    0.0016107
   8208  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         Christmas  0.944003   0.942393    0.00161046
   2988  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   getting    0.914864   0.913258    0.00160599
   1814  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   from       0.957127   0.955521    0.00160551
   7455  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  ay         0.93992    0.938315    0.00160444
   7471  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  ay         0.93992    0.938315    0.00160444
   4048  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 me         0.92292    0.92132     0.00160009
   2443  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    aw         0.91117    0.909576    0.00159436
   7346  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 where      0.752274   0.750682    0.00159216
   5649  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             Isn        0.977764   0.976177    0.00158703
   4729  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                Isn        0.905874   0.90429     0.00158429
   5482  Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing                                                                           d          0.908387   0.906809    0.00157803
   2008  @knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <                                                                    is         0.768262   0.76671     0.00155187
   1917  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        nothing    0.9489     0.947351    0.00154883
   7376  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         Work       0.93391    0.932374    0.00153542
   2394  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    pink       0.91117    0.909641    0.00152904
   4421  #phillhughes #63  #out we will miss u always respect for u http://t.co/1bJQAKjyxl                                                                                           again      0.926351   0.924824    0.00152761
    746  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          Right      0.959784   0.958256    0.00152749
   8849  Count Pushkin to End this fvckin night smh                                                                                                                                  ont        0.948092   0.946574    0.00151837
   5643  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             get        0.977764   0.97625     0.00151354
   5533  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          user       0.849414   0.847901    0.00151283
   5543  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          user       0.849414   0.847901    0.00151283
   5553  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          user       0.849414   0.847901    0.00151283
   5580  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          user       0.849414   0.847901    0.00151283
   5585  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          user       0.849414   0.847901    0.00151283
   3310  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      in         0.823819   0.822329    0.0014894
   1090  Gah! Desperately trying to bust this cold!                                                                                                                                  where      0.966246   0.964759    0.00148749
   6992  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        me         0.962495   0.961009    0.00148588
   2971  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   messages   0.914864   0.913389    0.00147516
   6996  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        why        0.962495   0.961022    0.00147277
   3806  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                member     0.785451   0.78398     0.00147134
   7390  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         Well       0.93391    0.932445    0.00146455
   2464  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    scores     0.91117    0.909726    0.00144362
   4600  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                me         0.955      0.953568    0.0014317
   7145  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          lot        0.898051   0.896625    0.00142562
    826  "@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6" <-- indeed. #dcRising                                                                          in         0.959784   0.95836     0.00142366
   5295  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              aw         0.939593   0.938175    0.00141746
   2476  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    scream     0.91117    0.909761    0.00140911
    660  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   Work       0.977063   0.975665    0.00139767
   2402  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    Right      0.91117    0.909786    0.00138426
   2985  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   like       0.914864   0.913527    0.00133741
   7045  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        pm         0.962495   0.961158    0.00133729
   4235  @CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity                                  ay         0.930713   0.929383    0.00132978
   4251  @CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity                                  ay         0.930713   0.929383    0.00132978
   6031  @KyleCGShore a kiss on the cheek next time is enough :)                                                                                                                     aw         0.93637    0.935042    0.00132793
    705  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   lot        0.977063   0.975742    0.0013206
   5625  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             user       0.977764   0.976445    0.00131845
   5635  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             user       0.977764   0.976445    0.00131845
   5645  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             user       0.977764   0.976445    0.00131845
   5672  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             user       0.977764   0.976445    0.00131845
   5677  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             user       0.977764   0.976445    0.00131845
   3537  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      like       0.93846    0.937153    0.00130707
    732  @jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox                                   's         0.977063   0.975761    0.00130153
    603  3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4                                                                                                aw         0.968665   0.96737     0.00129479
   1920  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        the        0.9489     0.947608    0.00129181
   7389  @DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything                                         done       0.93391    0.932626    0.00128394
   1853  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        user       0.9489     0.947619    0.00128049
   1863  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        user       0.9489     0.947619    0.00128049
   1873  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        user       0.9489     0.947619    0.00128049
   1900  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        user       0.9489     0.947619    0.00128049
   1905  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        user       0.9489     0.947619    0.00128049
   5428  Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing                                                                           me         0.908387   0.907111    0.0012759
   8780  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   to         0.97272    0.971462    0.00125778
   8802  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   to         0.97272    0.971462    0.00125778
   8804  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   to         0.97272    0.971462    0.00125778
   8825  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   to         0.97272    0.971462    0.00125778
   8014  @LadySandersfarm: @intreeg_me It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!                                                                Right      0.678158   0.676907    0.00125128
   4720  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                @          0.905874   0.904639    0.00123471
